Sample	Species_rep	Species	TAD	Rel_abund
TARA_206_MES	FRAM18_4502_J_metabat_bin_04	species_776	103.76153704861858	1.37399
TARA_206_MES	FRAM18_4502_J_metabat_bin_06	species_563	0.08767294023647286	0.00116095
TARA_206_MES	FRAM18_4502_J_metabat_bin_07	species_550	0.020449565630350355	0.00027079
TARA_206_MES	FRAM18_4502_K_concoct_bin_05	species_589	33.19880542232798	0.439613
TARA_206_MES	FRAM18_4502_K_metabat_bin_03	species_729	0.7545538748297369	0.00999167
TARA_206_MES	FRAM18_4502_K_metabat_bin_08	species_732	0.0	0
TARA_206_MES	FRAM18_4502_K_metabat_bin_09	species_458	1.3199876201540304	0.017479
TARA_206_MES	FRAM18_4502_K_metabat_bin_13	species_34	0.07506383752101413	0.000993982
TARA_206_MES	FRAM18_4502_K_metabat_bin_14	species_460	4.4759595516671125	0.0592699
TARA_206_MES	FRAM18_4514_A_concoct_bin_01	species_652	10.15463609223018	0.134466
TARA_206_MES	FRAM18_4514_A_concoct_bin_06	species_500	45.34583939660696	0.600462
TARA_206_MES	FRAM18_4514_A_concoct_bin_08	species_492	85.36473896268063	1.13038
TARA_206_MES	FRAM18_4514_A_metabat_bin_02	species_41	21.473231747958366	0.284345
TARA_206_MES	FRAM18_4514_B_concoct_bin_05	species_785	52.44113469133402	0.694416
TARA_206_MES	FRAM18_4514_B_concoct_bin_06	species_770	1.581393304416778	0.0209405
TARA_206_MES	FRAM18_4514_B_concoct_bin_09	species_389	20.63299071375998	0.273218
TARA_206_MES	FRAM18_4514_B_concoct_bin_12	species_561	13.606181680551517	0.180171
TARA_206_MES	FRAM18_4514_B_concoct_bin_18	species_433	20.247369491122747	0.268112
TARA_206_MES	FRAM18_4514_B_maxbin_bin_01	species_390	16.070739087415724	0.212806
TARA_206_MES	FRAM18_4514_B_metabat_bin_01	species_420	5.787123737802938	0.0766321
TARA_206_MES	FRAM18_4514_C_metabat_bin_05	species_380	78.0874239914304	1.03402
TARA_206_MES	FRAM18_4514_C_metabat_bin_06	species_816	140.92330128042977	1.86608
TARA_206_MES	FRAM18_4514_D_concoct_bin_03	species_580	27.149794581955398	0.359513
TARA_206_MES	FRAM18_4514_D_concoct_bin_07	species_560	1.8362453441393787	0.0243152
TARA_206_MES	FRAM18_4514_D_metabat_bin_06	species_526	4.379596542801317	0.0579939
TARA_206_MES	FRAM18_4514_D_metabat_bin_08	species_336	66.83706027944112	0.885045
TARA_206_MES	FRAM18_4514_D_metabat_bin_10	species_250	17.18399370723051	0.227547
TARA_206_MES	FRAM18_4571_PB_H_concoct_bin_01	species_541	20.56413898850633	0.272307
TARA_206_MES	FRAM18_4571_PB_H_concoct_bin_06	species_555	7.219841982448783	0.0956039
TARA_206_MES	FRAM18_4571_PB_H_concoct_bin_10	species_465	3.75210489701016	0.0496847
TARA_206_MES	FRAM18_4571_PB_H_concoct_bin_11	species_810	2.822304892308853	0.0373725
TARA_206_MES	FRAM18_4571_PB_H_concoct_bin_13	species_528	29.300674500640348	0.387994
TARA_206_MES	FRAM18_4571_PB_H_maxbin_bin_01	species_428	7.331130553382131	0.0970776
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_02	species_787	195.60018370246863	2.5901
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_05	species_588	58.09137441684556	0.769236
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_10	species_524	106.76078956218369	1.41371
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_15	species_645	0.9577575465593329	0.0126825
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_21	species_771	14.413426372409644	0.19086
TARA_206_MES	FRAM18_4571_PB_H_metabat_bin_23	species_811	178.89859246488902	2.36894
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_09	species_409	6.11040204066093	0.0809129
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_10	species_806	323.25039431863064	4.28043
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_11	species_579	5.939513804603701	0.07865
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_12	species_473	3.964217609210625	0.0524935
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_14	species_24	133.70432225521063	1.77049
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_16	species_454	0.047952473345337365	0.000634978
TARA_206_MES	FRAM18_4571_PB_I_concoct_bin_17	species_494	49.18220277590708	0.651262
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_02	species_487	31.439477629558965	0.416316
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_08	species_42	7.9016867144132545	0.104633
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_09	species_547	2.060947819633487	0.0272907
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_12	species_703	2.163890544383333	0.0286539
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_13	species_488	38.744682386993205	0.51305
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_14	species_482	22.765668463532652	0.301459
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_15	species_463	2.8301156376893393	0.0374759
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_18	species_529	24.098705906458036	0.319111
TARA_206_MES	FRAM18_4571_PB_I_metabat_bin_20	species_442	0.711942015157719	0.00942741
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_01	species_457	22.91809154925311	0.303477
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_02	species_581	0.03975723199092456	0.000526458
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_03	species_179	8.085609304252497	0.107068
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_05	species_498	7.157197187263155	0.0947744
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_06	species_705	4.881975095712737	0.0646463
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_07	species_326	0.05348353291641676	0.00070822
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_09	species_485	21.087288456873598	0.279234
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_10	species_556	0.007329875347403759	9.70609e-05
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_11	species_530	0.13989035291131083	0.0018524
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_13	species_108	4.032596279443515	0.0533989
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_15	species_391	10.254764496093417	0.135792
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_18	species_653	3.2931529420597085	0.0436074
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_20	species_51	0.06415221101816994	0.000849492
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_22	species_536	7.3093330453504475	0.0967889
TARA_206_MES	FRAM18_4571_PB_K_concoct_bin_24	species_38	2.3068989942214553	0.0305476
TARA_206_MES	FRAM18_4571_PB_K_maxbin_bin_01	species_822	49.225490500503476	0.651835
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_05	species_535	14.45744549344187	0.191443
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_07	species_519	16.20710626194211	0.214612
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_10	species_815	0.052098405976119054	0.000689878
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_11	species_324	24.76968012859653	0.327996
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_12	species_88	393.3771739309278	5.20903
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_13	species_113	8.706720117621071	0.115293
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_19	species_558	8.172658111363498	0.108221
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_21	species_544	14.011446494434999	0.185537
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_22	species_102	0.0	0
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_24	species_328	1.2303703979439977	0.0162924
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_27	species_429	69.8053810305466	0.924351
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_28	species_559	14.818531464700145	0.196224
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_29	species_462	6.461288591523566	0.0855593
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_30	species_431	0.0	0
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_31	species_504	22.75153867797638	0.301272
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_32	species_798	431.03583917736233	5.7077
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_34	species_461	2.1835094675262297	0.0289137
TARA_206_MES	FRAM18_4571_PB_K_metabat_bin_39	species_578	2.1132436184484216	0.0279832
TARA_206_MES	FRAM_EGC1617_bin0	species_809	5.600613539063022	0.0741623
TARA_206_MES	FRAM_EGC1617_bin1	species_736	18.219728555783668	0.241262
TARA_206_MES	FRAM_EGC1617_bin10	species_791	47.03002963420842	0.622763
TARA_206_MES	FRAM_EGC1617_bin11	species_723	40.6694338741114	0.538538
TARA_206_MES	FRAM_EGC1617_bin12	species_439	0.0	0
TARA_206_MES	FRAM_EGC1617_bin13	species_383	2.663278839169551	0.0352667
TARA_206_MES	FRAM_EGC1617_bin14	species_358	72.16131335006244	0.955548
TARA_206_MES	FRAM_EGC1617_bin16	species_746	3.792762273257836	0.0502231
TARA_206_MES	FRAM_EGC1617_bin17	species_800	200.50072565082115	2.655
TARA_206_MES	FRAM_EGC1617_bin19	species_590	5.098825866268055	0.0675178
TARA_206_MES	FRAM_EGC1617_bin2	species_290	1.3465134072052054	0.0178303
TARA_206_MES	FRAM_EGC1617_bin21	species_813	0.04390258099252526	0.00058135
TARA_206_MES	FRAM_EGC1617_bin22	species_817	29.23164169211376	0.38708
TARA_206_MES	FRAM_EGC1617_bin23	species_773	18.537782439598647	0.245474
TARA_206_MES	FRAM_EGC1617_bin25	species_94	23.72810432037325	0.314203
TARA_206_MES	FRAM_EGC1617_bin27	species_434	0.0	0
TARA_206_MES	FRAM_EGC1617_bin31	species_111	0.11439909930771258	0.00151485
TARA_206_MES	FRAM_EGC1617_bin32	species_783	20.608023727418995	0.272888
TARA_206_MES	FRAM_EGC1617_bin35	species_742	17.347516091069586	0.229713
TARA_206_MES	FRAM_EGC1617_bin4	species_792	12.213571641431745	0.16173
TARA_206_MES	FRAM_EGC1617_bin41	species_660	0.0	0
TARA_206_MES	FRAM_EGC1617_bin5	species_685	0.0	0
TARA_206_MES	FRAM_EGC1617_bin7	species_322	118.9070295011428	1.57455
TARA_206_MES	FRAM_EGC1617_bin8	species_192	0.0	0
TARA_206_MES	FRAM_EGC1617_bin9	species_662	0.0	0
TARA_206_MES	mosaic_3300045738_10	species_62	0.0	0
TARA_206_MES	mosaic_3300045738_102	species_630	0.0	0
TARA_206_MES	mosaic_3300045738_105	species_694	0.1604570357219795	0.00212474
TARA_206_MES	mosaic_3300045738_11	species_575	0.0	0
TARA_206_MES	mosaic_3300045738_110	species_275	0.0	0
TARA_206_MES	mosaic_3300045738_114	species_661	0.0	0
TARA_206_MES	mosaic_3300045738_115	species_169	0.0	0
TARA_206_MES	mosaic_3300045738_116	species_115	0.0	0
TARA_206_MES	mosaic_3300045738_117	species_155	0.0	0
TARA_206_MES	mosaic_3300045738_118	species_55	0.035875354069289676	0.000475055
TARA_206_MES	mosaic_3300045738_119	species_788	28.939596965419412	0.383213
TARA_206_MES	mosaic_3300045738_120	species_283	0.0	0
TARA_206_MES	mosaic_3300045738_125	species_717	0.0	0
TARA_206_MES	mosaic_3300045738_126	species_227	0.0	0
TARA_206_MES	mosaic_3300045738_128	species_141	0.0	0
TARA_206_MES	mosaic_3300045738_129	species_99	12.172016797312818	0.16118
TARA_206_MES	mosaic_3300045738_130	species_625	0.0	0
TARA_206_MES	mosaic_3300045738_131	species_190	0.0	0
TARA_206_MES	mosaic_3300045738_132	species_194	0.0	0
TARA_206_MES	mosaic_3300045738_134	species_634	0.0	0
TARA_206_MES	mosaic_3300045738_137	species_8	0.0	0
TARA_206_MES	mosaic_3300045738_139	species_223	0.0	0
TARA_206_MES	mosaic_3300045738_14	species_692	0.02775037730580865	0.000367466
TARA_206_MES	mosaic_3300045738_141	species_287	0.0	0
TARA_206_MES	mosaic_3300045738_145	species_664	0.0	0
TARA_206_MES	mosaic_3300045738_158	species_759	0.658002729710549	0.00871316
TARA_206_MES	mosaic_3300045738_16	species_210	0.0	0
TARA_206_MES	mosaic_3300045738_161	species_267	0.0	0
TARA_206_MES	mosaic_3300045738_163	species_152	0.0	0
TARA_206_MES	mosaic_3300045738_164	species_163	0.0	0
TARA_206_MES	mosaic_3300045738_169	species_707	0.0	0
TARA_206_MES	mosaic_3300045738_17	species_699	0.0	0
TARA_206_MES	mosaic_3300045738_172	species_624	0.021187170952062424	0.000280557
TARA_206_MES	mosaic_3300045738_173	species_635	0.0	0
TARA_206_MES	mosaic_3300045738_176	species_802	0.5213817366510585	0.00690405
TARA_206_MES	mosaic_3300045738_177	species_203	1.042379563974435	0.013803
TARA_206_MES	mosaic_3300045738_178	species_620	0.0	0
TARA_206_MES	mosaic_3300045738_179	species_643	0.10958271422948637	0.00145108
TARA_206_MES	mosaic_3300045738_18	species_440	0.0	0
TARA_206_MES	mosaic_3300045738_180	species_658	0.0	0
TARA_206_MES	mosaic_3300045738_186	species_228	0.0	0
TARA_206_MES	mosaic_3300045738_19	species_184	0.0	0
TARA_206_MES	mosaic_3300045738_190	species_147	0.0	0
TARA_206_MES	mosaic_3300045738_192	species_640	0.0	0
TARA_206_MES	mosaic_3300045738_193	species_725	0.0	0
TARA_206_MES	mosaic_3300045738_195	species_567	0.0	0
TARA_206_MES	mosaic_3300045738_196	species_697	0.0	0
TARA_206_MES	mosaic_3300045738_197	species_229	0.0	0
TARA_206_MES	mosaic_3300045738_198	species_270	0.0	0
TARA_206_MES	mosaic_3300045738_199	species_21	0.0	0
TARA_206_MES	mosaic_3300045738_200	species_641	0.0	0
TARA_206_MES	mosaic_3300045738_206	species_743	0.0	0
TARA_206_MES	mosaic_3300045738_207	species_253	0.0	0
TARA_206_MES	mosaic_3300045738_208	species_112	0.0	0
TARA_206_MES	mosaic_3300045738_21	species_696	0.0	0
TARA_206_MES	mosaic_3300045738_210	species_751	0.0	0
TARA_206_MES	mosaic_3300045738_212	species_367	0.0	0
TARA_206_MES	mosaic_3300045738_213	species_200	0.0	0
TARA_206_MES	mosaic_3300045738_214	species_259	0.0	0
TARA_206_MES	mosaic_3300045738_215	species_171	0.0	0
TARA_206_MES	mosaic_3300045738_217	species_268	0.0	0
TARA_206_MES	mosaic_3300045738_218	species_716	0.0	0
TARA_206_MES	mosaic_3300045738_22	species_142	0.0	0
TARA_206_MES	mosaic_3300045738_220	species_265	0.0	0
TARA_206_MES	mosaic_3300045738_221	species_245	0.0	0
TARA_206_MES	mosaic_3300045738_222	species_739	0.0	0
TARA_206_MES	mosaic_3300045738_224	species_150	0.0	0
TARA_206_MES	mosaic_3300045738_226	species_633	0.0	0
TARA_206_MES	mosaic_3300045738_25	species_573	0.014455531366220185	0.000191418
TARA_206_MES	mosaic_3300045738_28	species_15	0.0	0
TARA_206_MES	mosaic_3300045738_30	species_629	0.0034301063290926403	4.54209e-05
TARA_206_MES	mosaic_3300045738_31	species_23	0.5457970279937342	0.00722735
TARA_206_MES	mosaic_3300045738_35	species_191	0.0	0
TARA_206_MES	mosaic_3300045738_37	species_159	0.0	0
TARA_206_MES	mosaic_3300045738_38	species_221	0.0	0
TARA_206_MES	mosaic_3300045738_40	species_260	0.0	0
TARA_206_MES	mosaic_3300045738_42	species_622	0.0	0
TARA_206_MES	mosaic_3300045738_45	species_803	0.15982242327225205	0.00211634
TARA_206_MES	mosaic_3300045738_53	species_281	0.0	0
TARA_206_MES	mosaic_3300045738_56	species_702	0.0	0
TARA_206_MES	mosaic_3300045738_57	species_254	0.0	0
TARA_206_MES	mosaic_3300045738_66	species_148	0.0	0
TARA_206_MES	mosaic_3300045738_67	species_149	0.0	0
TARA_206_MES	mosaic_3300045738_69	species_695	0.0	0
TARA_206_MES	mosaic_3300045738_7	species_760	2.4691905907303	0.0326966
TARA_206_MES	mosaic_3300045738_70	species_95	2.610455710548491	0.0345672
TARA_206_MES	mosaic_3300045738_71	species_400	0.0	0
TARA_206_MES	mosaic_3300045738_73	species_386	0.0	0
TARA_206_MES	mosaic_3300045738_76	species_570	0.0	0
TARA_206_MES	mosaic_3300045738_80	species_597	0.0	0
TARA_206_MES	mosaic_3300045738_81	species_121	0.0	0
TARA_206_MES	mosaic_3300045738_83	species_408	0.00600026327441571	7.94544e-05
TARA_206_MES	mosaic_3300045738_84	species_698	0.0	0
TARA_206_MES	mosaic_3300045738_85	species_690	0.073033205369385	0.000967093
TARA_206_MES	mosaic_3300045738_86	species_615	0.0	0
TARA_206_MES	mosaic_3300045738_87	species_68	0.0	0
TARA_206_MES	mosaic_3300045738_88	species_126	0.0	0
TARA_206_MES	mosaic_3300045738_9	species_220	0.009445813814632692	0.00012508
TARA_206_MES	mosaic_3300045738_91	species_151	0.0	0
TARA_206_MES	mosaic_3300045738_93	species_294	0.0	0
TARA_206_MES	mosaic_3300045738_95	species_173	0.0	0
TARA_206_MES	mosaic_3300045738_99	species_320	1.0382947751262763	0.0137489
TARA_206_MES	mosaic_3300046103_1	species_619	0.07246561185883305	0.000959577
TARA_206_MES	mosaic_3300046103_134	species_384	0.923550706445385	0.0122295
TARA_206_MES	mosaic_3300046103_35	species_371	45.244047922444125	0.599114
TARA_206_MES	mosaic_3300046103_37	species_37	8.42938354505552	0.11162
TARA_206_MES	mosaic_3300046103_61	species_818	8.764112117236055	0.116053
TARA_206_MES	mosaic_3300046103_63	species_325	0.0	0
TARA_206_MES	mosaic_3300046103_77	species_232	21.48920228133585	0.284556
TARA_206_MES	mosaic_3300046103_88	species_272	0.34674282482511687	0.00459151
TARA_206_MES	mosaic_3300046103_89	species_730	1.237805054855071	0.0163908
TARA_206_MES	mosaic_3300046103_93	species_449	4.444725637514263	0.0588563
TARA_206_MES	mosaic_3300046450_154	species_216	3.743819415222911	0.049575
TARA_206_MES	mosaic_3300046450_17	species_78	3.15637747911025	0.0417962
TARA_206_MES	mosaic_3300046450_21	species_263	3.724781175247077	0.0493229
TARA_206_MES	mosaic_3300046450_26	species_72	0.1461733304765881	0.0019356
TARA_206_MES	mosaic_3300046450_69	species_58	22.24548455483582	0.294571
TARA_206_MES	mosaic_3300046450_73	species_83	10.027215420418901	0.132779
TARA_206_MES	mosaic_3300046450_79	species_604	0.04555806287962165	0.000603272
TARA_206_MES	mosaic_3300046450_83	species_396	0.0	0
TARA_206_MES	mosaic_3300046450_98	species_45	21.790115729642483	0.288541
TARA_206_MES	mosaic_3300046450_99	species_174	0.8629600777229107	0.0114272
TARA_206_MES	mosaic_3300046451_10	species_217	1.4765897329887352	0.0195527
TARA_206_MES	mosaic_3300046451_121	species_98	17.959281393351244	0.237814
TARA_206_MES	mosaic_3300046451_16	species_616	0.1862885140607971	0.0024668
TARA_206_MES	mosaic_3300046451_24	species_261	0.17070616289131954	0.00226046
TARA_206_MES	mosaic_3300046451_27	species_175	5.068373517663025	0.0671145
TARA_206_MES	mosaic_3300046451_3	species_659	3.6360178571082917	0.0481475
TARA_206_MES	mosaic_3300046451_4	species_613	0.21690712885997798	0.00287225
TARA_206_MES	mosaic_3300046451_63	species_763	0.3163277001974579	0.00418876
TARA_206_MES	mosaic_3300046451_66	species_628	0.15460518201435905	0.00204725
TARA_206_MES	mosaic_3300046451_71	species_599	0.0	0
TARA_206_MES	mosaic_3300046451_73	species_574	0.13749004619797525	0.00182062
TARA_206_MES	mosaic_3300046451_74	species_585	0.0	0
TARA_206_MES	mosaic_3300046451_79	species_554	0.0	0
TARA_206_MES	mosaic_3300046451_80	species_109	16.04224945997685	0.212429
TARA_206_MES	mosaic_3300046451_85	species_298	0.0	0
TARA_206_MES	mosaic_3300046451_92	species_359	72.83944667235724	0.964527
TARA_206_MES	mosaic_3300046467_100	species_235	0.0	0
TARA_206_MES	mosaic_3300046467_107	species_279	0.0	0
TARA_206_MES	mosaic_3300046467_118	species_201	48.544248108664036	0.642814
TARA_206_MES	mosaic_3300046467_124	species_397	0.0	0
TARA_206_MES	mosaic_3300046467_127	species_682	0.770491623750335	0.0102027
TARA_206_MES	mosaic_3300046467_13	species_19	0.0	0
TARA_206_MES	mosaic_3300046467_133	species_262	0.0	0
TARA_206_MES	mosaic_3300046467_137	species_233	0.0	0
TARA_206_MES	mosaic_3300046467_14	species_238	0.0	0
TARA_206_MES	mosaic_3300046467_144	species_472	0.0	0
TARA_206_MES	mosaic_3300046467_15	species_240	0.0	0
TARA_206_MES	mosaic_3300046467_156	species_257	0.0	0
TARA_206_MES	mosaic_3300046467_157	species_77	0.0	0
TARA_206_MES	mosaic_3300046467_165	species_244	0.0	0
TARA_206_MES	mosaic_3300046467_171	species_427	0.0	0
TARA_206_MES	mosaic_3300046467_176	species_196	0.0	0
TARA_206_MES	mosaic_3300046467_178	species_398	0.0	0
TARA_206_MES	mosaic_3300046467_179	species_720	5.1746884307876355	0.0685223
TARA_206_MES	mosaic_3300046467_181	species_266	0.0	0
TARA_206_MES	mosaic_3300046467_24	species_16	0.0	0
TARA_206_MES	mosaic_3300046467_26	species_157	0.0	0
TARA_206_MES	mosaic_3300046467_28	species_156	0.0	0
TARA_206_MES	mosaic_3300046467_29	species_264	0.0	0
TARA_206_MES	mosaic_3300046467_30	species_138	0.0943808034383329	0.00124977
TARA_206_MES	mosaic_3300046467_31	species_342	0.0	0
TARA_206_MES	mosaic_3300046467_40	species_118	0.0	0
TARA_206_MES	mosaic_3300046467_43	species_122	0.0	0
TARA_206_MES	mosaic_3300046467_48	species_295	0.0	0
TARA_206_MES	mosaic_3300046467_58	species_394	0.0	0
TARA_206_MES	mosaic_3300046467_6	species_66	0.0	0
TARA_206_MES	mosaic_3300046467_61	species_341	0.0	0
TARA_206_MES	mosaic_3300046467_62	species_249	0.0	0
TARA_206_MES	mosaic_3300046467_63	species_170	0.0	0
TARA_206_MES	mosaic_3300046467_64	species_20	0.0	0
TARA_206_MES	mosaic_3300046467_67	species_648	0.6942485809898222	0.00919312
TARA_206_MES	mosaic_3300046467_68	species_727	0.4496906821191676	0.00595473
TARA_206_MES	mosaic_3300046467_69	species_313	0.1582325043954628	0.00209529
TARA_206_MES	mosaic_3300046467_71	species_202	0.6347748083716758	0.00840558
TARA_206_MES	mosaic_3300046467_77	species_14	0.0	0
TARA_206_MES	mosaic_3300046467_84	species_125	1.2364152033768658	0.0163724
TARA_206_MES	mosaic_3300046467_90	species_224	0.0	0
TARA_206_MES	mosaic_3300046467_98	species_198	0.3457799848415768	0.00457876
TARA_206_MES	mosaic_3300046467_99	species_160	0.0	0
TARA_206_MES	mosaic_3300046532_108	species_116	0.0	0
TARA_206_MES	mosaic_3300046532_11	species_343	0.0	0
TARA_206_MES	mosaic_3300046532_12	species_399	0.0	0
TARA_206_MES	mosaic_3300046532_14	species_379	14.661779052606125	0.194149
TARA_206_MES	mosaic_3300046532_145	species_496	572.3615068724787	7.57911
TARA_206_MES	mosaic_3300046532_157	species_258	0.007295473451829714	9.66054e-05
TARA_206_MES	mosaic_3300046532_16	species_627	0.3512912464112181	0.00465174
TARA_206_MES	mosaic_3300046532_161	species_137	0.0	0
TARA_206_MES	mosaic_3300046532_171	species_288	0.0	0
TARA_206_MES	mosaic_3300046532_177	species_704	8.03853157143939	0.106445
TARA_206_MES	mosaic_3300046532_179	species_631	0.04048828440556912	0.000536139
TARA_206_MES	mosaic_3300046532_180	species_176	5.412437567684603	0.0716706
TARA_206_MES	mosaic_3300046532_181	species_610	0.0	0
TARA_206_MES	mosaic_3300046532_185	species_162	0.0	0
TARA_206_MES	mosaic_3300046532_204	species_218	0.1719290773360685	0.00227665
TARA_206_MES	mosaic_3300046532_208	species_721	1.5512917221949358	0.0205419
TARA_206_MES	mosaic_3300046532_209	species_276	1.451083432650566	0.019215
TARA_206_MES	mosaic_3300046532_21	species_608	0.0	0
TARA_206_MES	mosaic_3300046532_212	species_101	1.9958886713106516	0.0264292
TARA_206_MES	mosaic_3300046532_213	species_237	0.3155868883738852	0.00417895
TARA_206_MES	mosaic_3300046532_214	species_291	0.0	0
TARA_206_MES	mosaic_3300046532_216	species_605	0.1436510911083121	0.0019022
TARA_206_MES	mosaic_3300046532_224	species_357	16.01202045475808	0.212028
TARA_206_MES	mosaic_3300046532_26	species_117	0.0	0
TARA_206_MES	mosaic_3300046532_32	species_600	0.31390982259678946	0.00415674
TARA_206_MES	mosaic_3300046532_37	species_435	0.0	0
TARA_206_MES	mosaic_3300046532_43	species_673	0.5593539578836009	0.00740687
TARA_206_MES	mosaic_3300046532_54	species_231	0.15257657321571544	0.00202039
TARA_206_MES	mosaic_3300046532_55	species_586	0.0	0
TARA_206_MES	mosaic_3300046532_59	species_621	0.0	0
TARA_206_MES	mosaic_3300046532_64	species_614	0.0	0
TARA_206_MES	mosaic_3300046532_67	species_70	4.331524459594526	0.0573573
TARA_206_MES	mosaic_3300046532_68	species_236	0.0	0
TARA_206_MES	mosaic_3300046532_71	species_726	2.9667023259712835	0.0392846
TARA_206_MES	mosaic_3300046532_76	species_401	22.941744263291536	0.303791
TARA_206_MES	mosaic_3300046532_85	species_728	0.3085823870736306	0.00408619
TARA_206_MES	mosaic_3300046532_89	species_225	0.17246691468514083	0.00228378
TARA_206_MES	mosaic_3300046532_93	species_123	0.44718344908903224	0.00592153
TARA_206_MES	mosaic_3300046532_95	species_84	6.393602109340069	0.084663
TARA_206_MES	mosaic_3300047668_106	species_476	3.023341864652431	0.0400346
TARA_206_MES	mosaic_3300047668_112	species_623	0.2729579016300237	0.00361446
TARA_206_MES	mosaic_3300047668_50	species_700	0.0	0
TARA_206_MES	mosaic_3300047668_52	species_750	3.821221011239434	0.0505999
TARA_206_MES	mosaic_3300047668_70	species_172	9.03546141985232	0.119646
TARA_206_MES	mosaic_3300047668_73	species_587	0.0	0
TARA_206_MES	mosaic_3300047668_74	species_165	0.1725366979487485	0.0022847
TARA_206_MES	mosaic_3300047668_75	species_292	3.2628484191447376	0.0432061
TARA_206_MES	mosaic_3300047668_76	species_754	17.722046290919533	0.234672
TARA_206_MES	mosaic_3300047669_141	species_612	2.4464364445425155	0.0323953
TARA_206_MES	mosaic_3300047669_15	species_100	6.063912208323043	0.0802973
TARA_206_MES	mosaic_3300047669_19	species_395	0.0	0
TARA_206_MES	mosaic_3300047669_20	species_166	0.0	0
TARA_206_MES	mosaic_3300047669_3	species_314	4.932049194384066	0.0653093
TARA_206_MES	mosaic_3300047669_49	species_226	0.03648295113636402	0.000483101
TARA_206_MES	mosaic_3300047669_65	species_789	0.26081644735378684	0.00345369
TARA_206_MES	TOA-bin-100	species_4	0.0	0
TARA_206_MES	TOA-bin-1019	species_505	1.0032391253166915	0.0132847
TARA_206_MES	TOA-bin-1029	species_708	0.7624470126220821	0.0100962
TARA_206_MES	TOA-bin-103	species_516	0.07938928151979066	0.00105126
TARA_206_MES	TOA-bin-1034	species_794	0.9975336403856894	0.0132092
TARA_206_MES	TOA-bin-1045	species_533	0.0	0
TARA_206_MES	TOA-bin-1049	species_582	0.030347037807821577	0.00040185
TARA_206_MES	TOA-bin-105	species_103	0.0	0
TARA_206_MES	TOA-bin-1053	species_243	0.0	0
TARA_206_MES	TOA-bin-106	species_35	0.023970735792559116	0.000317416
TARA_206_MES	TOA-bin-1063	species_180	0.49346996331232046	0.00653444
TARA_206_MES	TOA-bin-1087	species_97	0.0	0
TARA_206_MES	TOA-bin-1089	species_197	0.6852865049974117	0.00907444
TARA_206_MES	TOA-bin-11	species_124	0.4197113782676638	0.00555774
TARA_206_MES	TOA-bin-1109	species_657	0.3573805809534641	0.00473237
