Gene,HI_mean,LI_mean,Sample,CLR_values,cluster,KEGG_ID,Metabolism,Metabolism_group,Enrichment
Adenylyl-sulfate kinase,0.096247692,-0.048123846,RAS_EGC_12_1617_1,0.165367824,High-ice cluster,NA,DIS_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_02_1617_1,0.499804398,High-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_03_1617_2,1.0047303,High-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_05_1617_2,-0.014294551,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_07_1617_1,-0.829331549,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_08_1617_1,-0.829331549,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_09_1617_1,-0.487582255,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_10_1617_2,-0.064725404,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_11_1617,-0.253967404,Low-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Acetone carboxylase beta subunit,0.826410904,-0.413205452,RAS_EGC_12_1617_1,0.974698013,High-ice cluster,NA,Ketone_compounds,Substrates,HI_enriched
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_02_1617_1,-0.51498492,High-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_03_1617_2,-0.087540905,High-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_05_1617_2,0.387882792,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_07_1617_1,-0.131992668,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_08_1617_1,0.072801745,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_09_1617_1,0.210952084,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_10_1617_2,0.035061417,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_11_1617,0.072801745,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonia monooxygenase gamma subunit,-0.215835705,0.107917853,RAS_EGC_12_1617_1,-0.044981291,High-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_02_1617_1,-0.173468412,High-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_03_1617_2,0.017882551,High-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_05_1617_2,-0.09893536,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_07_1617_1,0.113575702,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_08_1617_1,0.003738044,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_09_1617_1,0.089680474,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_10_1617_2,0.026970346,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_11_1617,0.030443777,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Ammonium transporter Amt,-0.055157661,0.02757883,RAS_EGC_12_1617_1,-0.009887122,High-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_02_1617_1,0.36247542,High-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_03_1617_2,0.524642175,High-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_05_1617_2,-0.156600103,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_07_1617_1,-0.302892196,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_08_1617_1,-0.403696895,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_09_1617_1,-0.434468554,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_10_1617_2,-0.180553344,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_11_1617,0.01680609,Low-ice cluster,NA,DIN_compounds,Substrates,Both
Periplasmic nitrate reductase,0.487135,-0.2435675,RAS_EGC_12_1617_1,0.574287406,High-ice cluster,NA,DIN_compounds,Substrates,Both
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_02_1617_1,-0.423939975,High-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_03_1617_2,-0.340558366,High-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_05_1617_2,0.129445264,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_07_1617_1,0.391809528,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_08_1617_1,0.201765925,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_09_1617_1,0.391809528,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_10_1617_2,0.332386108,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_11_1617,-0.301337652,Low-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.381959567,0.190979783,RAS_EGC_12_1617_1,-0.38138036,High-ice cluster,K17243,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_02_1617_1,-0.430610926,High-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_03_1617_2,-0.330527468,High-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_05_1617_2,0.313829549,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_07_1617_1,0.650301785,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_08_1617_1,0.235868007,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_09_1617_1,0.026147476,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_10_1617_2,0.516770393,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_11_1617,-0.379317632,Low-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system permease protein",-0.454533193,0.227266596,RAS_EGC_12_1617_1,-0.602461183,High-ice cluster,K17242,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_02_1617_1,-0.627731444,High-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_03_1617_2,-0.242068963,High-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_05_1617_2,0.300255328,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_07_1617_1,0.649929076,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_08_1617_1,0.176641372,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_09_1617_1,-0.026957583,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_10_1617_2,0.389202814,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_11_1617,-0.20284825,Low-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
"alpha-1,4-digalacturonate transport system substrate-binding protein",-0.428740919,0.214370459,RAS_EGC_12_1617_1,-0.41642235,High-ice cluster,K17241,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_02_1617_1,-0.444929524,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_03_1617_2,0.120384285,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_05_1617_2,0.105116813,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_07_1617_1,0.19340942,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_08_1617_1,0.049766718,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_09_1617_1,0.025074105,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_10_1617_2,-0.147297121,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_11_1617,0.081769449,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase,-0.102613128,0.051306564,RAS_EGC_12_1617_1,0.016705855,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_02_1617_1,-0.737952047,High-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_03_1617_2,-0.694466935,High-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_05_1617_2,0.259406508,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_07_1617_1,0.743652494,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_08_1617_1,0.4726653,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_09_1617_1,-0.18790571,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_10_1617_2,0.217559398,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_11_1617,0.208975654,Low-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-dehydro-2-deoxygluconokinase [EC:2.7.1.92],-0.571451214,0.285725607,RAS_EGC_12_1617_1,-0.28193466,High-ice cluster,K03338,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_02_1617_1,-0.863491005,High-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_03_1617_2,-0.72465456,High-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_05_1617_2,0.176710522,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_07_1617_1,0.850881801,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_08_1617_1,0.564476053,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_09_1617_1,-0.191850029,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_10_1617_2,0.235121284,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_11_1617,0.296996688,Low-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
5-deoxy-glucuronate isomerase [EC:5.3.1.30],-0.644112106,0.322056053,RAS_EGC_12_1617_1,-0.344190754,High-ice cluster,K03337,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_02_1617_1,-0.492131425,High-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_03_1617_2,-0.399758105,High-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_05_1617_2,0.417686792,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_07_1617_1,0.357467932,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_08_1617_1,0.081214556,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_09_1617_1,-0.28853247,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_10_1617_2,0.090264391,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_11_1617,0.125666318,Low-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
alpha-ketoglutaric semialdehyde dehydrogenase [EC:1.2.1.-],-0.26125584,0.13062792,RAS_EGC_12_1617_1,0.108122009,High-ice cluster,K22187,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_02_1617_1,-0.032776958,High-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_03_1617_2,-0.144605063,High-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_05_1617_2,0.104161593,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_07_1617_1,-0.029369799,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_08_1617_1,0.033253624,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_09_1617_1,-0.071042496,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_10_1617_2,0.049101816,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_11_1617,0.107133364,Low-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-0.0644127,0.03220635,RAS_EGC_12_1617_1,-0.01585608,High-ice cluster,K21071,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_02_1617_1,-0.013436703,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_03_1617_2,-0.108622512,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_05_1617_2,0.202717304,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_07_1617_1,-0.055347599,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_08_1617_1,0.102686581,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_09_1617_1,0.103793388,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_10_1617_2,-0.054051422,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_11_1617,-0.017175025,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
CBM50|,-0.094207742,0.047103871,RAS_EGC_12_1617_1,-0.160564012,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_02_1617_1,-0.908587171,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_03_1617_2,0.177121713,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_05_1617_2,-0.106240699,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_07_1617_1,0.360524935,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_08_1617_1,0.196414916,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_09_1617_1,0.137381384,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_10_1617_2,0.227765445,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_11_1617,0.221573475,Low-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
Diacetylchitobiose uptake system permease protein DasC,-0.345806486,0.172903243,RAS_EGC_12_1617_1,-0.305953998,High-ice cluster,NA,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_02_1617_1,-0.638088161,High-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_03_1617_2,-0.278085427,High-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_05_1617_2,-0.483937482,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_07_1617_1,0.731399081,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_08_1617_1,0.367433704,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_09_1617_1,0.317423284,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_10_1617_2,0.460524127,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_11_1617,0.304519879,Low-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose 1-dehydrogenase [EC:1.1.1.175],-0.565787531,0.282893766,RAS_EGC_12_1617_1,-0.781189005,High-ice cluster,K22185,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_02_1617_1,-0.830823748,High-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_03_1617_2,-0.137676567,High-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_05_1617_2,0.044644989,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_07_1617_1,0.332327062,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_08_1617_1,0.198795669,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_09_1617_1,0.124687697,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_10_1617_2,0.504177319,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_11_1617,0.124687697,Low-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system ATP-binding protein [EC:7.5.2.10],-0.443106811,0.221553406,RAS_EGC_12_1617_1,-0.360820119,High-ice cluster,K10545,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_02_1617_1,-1.984331421,High-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_03_1617_2,-0.192571952,High-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_05_1617_2,0.72371878,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_07_1617_1,0.095110121,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_08_1617_1,0.318253672,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_09_1617_1,0.413563852,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_10_1617_2,0.906040337,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_11_1617,0.095110121,Low-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
D-xylose transport system permease protein,-0.850598961,0.42529948,RAS_EGC_12_1617_1,-0.374893509,High-ice cluster,K10544,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_02_1617_1,-0.102002001,High-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_03_1617_2,-0.190555399,High-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
fructokinase [EC:2.7.1.4],-0.244809076,0.122404538,RAS_EGC_05_1617_2,0.384808746,Low-ice cluster,K00847,Carbohydrates,Substrates,LI_enriched
